shipment_id,order_ref,warehouse_id,customer_id,vehicle_id,carrier,ship_date,expected_delivery_date,actual_delivery_date,distance_km,weight_kg,freight_cost_usd,status,origin_city,destination_city
SHP001268,ORD000570,WH013,CUST00089,VEH0012,XPO Logistics,2026-07-24,2026-08-01,2026-08-01,1469.7,2071.3,2587.29,Cancelled,Chennai,East Brittanybury
SHP000458,ORD000390,WH007,CUST00547,VEH0021,DHL,2026-04-14,2026-04-26,2026-04-26,2346.7,1636.2,203.15,Delayed,Delhi,Marcusshire
SHP000767,ORD001050,WH015,CUST00066,VEH0054,Delhivery,2026-05-27,2026-06-08,2026-06-08,-39.4,2679.9,3757.83,Out for Delivery,Atlanta,Port Carolynmouth
SHP000112,ORD001110,WH009,CUST00095,VEH0030,XPO Logistics,2026-06-12,2026-06-18,2026-06-18,1319.9,4325.2,1713.93,In Transit,Atlanta,Franklinburgh
SHP000872,ORD000857,WH011,CUST00083,VEH0045,XPO Logistics,2026-06-03,2026-06-04,2026-06-04,812.7,2810.4,382.85,Delivered,Newark,West Evelyn
SHP000917,ORD000652,WH011,CUST00117,VEH0020,Delhivery,2026-08-09,2026-08-17,2026-08-17,748.3,149.8,2815.98,Cancelled,Newark,Lake Paulborough
SHP001123,ORD000570,WH009,CUST00178,VEH0033,DHL,2026-03-15,2026-03-22,2026-03-22,451.9,2183.3,381.9,Out for Delivery,Atlanta,Michaelside
SHP000936,ORD000409,WH005,CUST00475,VEH0057,BlueDart,2026-07-06,2026-07-17,2026-07-17,2953.2,2119.5,2225.3,Out for Delivery,Rotterdam,East Penny
SHP000957,ORD000012,WH008,CUST00579,VEH0042,XPO Logistics,2026-07-28,2026-08-06,2026-08-06,2405.1,3372.0,2717.28,Delayed,Singapore,Johnchester
SHP000974,ORD000879,WH007,CUST00270,VEH0027,BlueDart,2026-05-08,2026-05-12,2026-05-12,2571.7,4525.8,1154.28,Delivered,Delhi,Lake Melissa
SHP000103,ORD000479,WH005,CUST00525,VEH0013,DHL,2026-02-24,2026-02-26,2026-02-26,1457.5,4226.4,140.08,In Transit,Rotterdam,West Morgan
SHP000455,ORD000366,WH009,CUST00330,VEH0038,XPO Logistics,2026-02-18,2026-02-20,2026-02-20,2126.6,1681.0,1742.71,Delayed,Atlanta,Port Katrina
SHP001238,ORD000692,WH008,CUST00111,VEH0010,XPO Logistics,2026-06-23,2026-06-25,2026-06-25,1909.2,3052.4,1049.97,Delivered,Singapore,Wrightburgh
SHP001044,ORD000708,WH004,CUST00163,VEH0059,XPO Logistics,2026-05-06,2026-05-10,2026-05-10,312.1,1675.0,322.87,Delivered,Columbus,North Jasonstad
SHP000664,ORD000017,WH007,CUST00011,VEH0018,Delhivery,2026-08-12,2026-08-23,2026-08-23,1433.5,4831.8,1529.51,Out for Delivery,Delhi,Norrisburgh
SHP001483,ORD000961,WH004,CUST00335,VEH0055,XPO Logistics,2026-04-29,2026-05-08,2026-05-08,793.8,4799.3,2170.78,Delayed,Columbus,Colechester
SHP001032,ORD000605,WH004,CUST00538,VEH0060,XPO Logistics,2026-06-14,2026-06-23,,178.1,2408.8,3893.8,In Transit,Columbus,Tracyton
SHP001306,ORD000129,wh015,CUST00340,VEH0044,BlueDart,2026-07-08,2026-07-11,2026-07-11,2704.4,778.0,1180.6,Out for Delivery,Atlanta,Christopherberg
SHP001252,ORD000968,WH007,CUST00516,VEH0018,XPO Logistics,2026-05-13,2026-05-21,2026-05-21,2421.3,1790.6,2222.88,Out for Delivery,Delhi,Adamsland
SHP000757,ORD000869,WH002,CUST00231,VEH0040,FedEx,2026-05-20,2026-05-30,2026-05-30,1178.0,1763.0,1822.81,Delivered,Singapore,Port Michael
SHP001211,ORD000064,WH001,CUST00010,VEH0051,Delhivery,2026-06-02,2026-06-10,2026-06-10,2163.5,4323.4,3788.78,Delivered,Chennai,North Heidiside
SHP001001,ORD000023,WH005,CUST00525,VEH0059,BlueDart,2026-03-01,2026-03-02,2026-03-02,988.2,1972.5,3706.08,Delivered,Rotterdam,Jordantown
SHP001441,ORD000026,WH002,CUST00402,VEH0033,In-house Fleet,2026-07-26,2026-07-31,2026-07-31,1700.5,2219.1,2789.16,Delivered,Singapore,Wagnerside
SHP000932,ORD000326,WH013,CUST00104,VEH0001,DHL,2026-06-29,2026-07-06,2026-07-06,1128.1,4262.3,1365.49,Out for Delivery,Chennai,Mcclureport
SHP000115,ORD000320,wh013,CUST00300,VEH0043,In-house Fleet,2026-02-23,2026-03-03,2026-03-03,1422.0,447.9,665.0,Delivered,Chennai,Port Steven
SHP000069,ORD000676,WH005,CUST00476,VEH0053,In-house Fleet,2026-06-08,2026-06-11,2026-06-11,1539.0,3029.8,615.64,Out for Delivery,Rotterdam,South Mary
SHP000916,ORD001111,WH003,CUST00418,VEH0023,XPO Logistics,2026-08-03,2026-08-04,2026-08-04,1640.3,2798.8,1938.29,In Transit,Columbus,New Jordan
SHP000547,ORD000143,WH007,CUST00157,VEH0053,Delhivery,2026-04-12,2026-04-22,2026-04-22,1176.2,3911.9,2333.45,Delivered,Delhi,Vanessafurt
SHP000718,ORD000453,wh012,CUST00047,VEH0028,FedEx,2026-05-28,2026-06-05,2026-06-05,751.9,1931.9,2572.44,Delayed,Hamburg,North Rachel
SHP001420,ORD000213,wh009,CUST00568,VEH0045,BlueDart,2026-05-04,2026-05-05,2026-05-05,2935.4,1541.9,1810.79,Delivered,Atlanta,Michelleberg
SHP000727,ORD000357,WH001,CUST00466,VEH0011,DHL,2026-06-19,2026-06-24,,1742.1,724.4,2763.84,In Transit,Chennai,East Ashleyview
SHP000900,ORD000264,WH015,CUST00404,VEH0046,BlueDart,2026-04-03,2026-04-11,2026-04-11,2319.5,1216.1,1060.25,Delivered,Atlanta,Jacobmouth
SHP000650,ORD000785,WH006,CUST00006,VEH0013,DHL,2026-06-08,2026-06-10,2026-06-10,685.2,77.6,1250.34,Delayed,Atlanta,Lake Brandon
SHP000272,ORD000650,WH008,CUST00293,VEH0014,In-house Fleet,2026-07-12,2026-07-21,2026-07-21,1863.9,1208.2,3311.55,Out for Delivery,Singapore,Danielport
SHP000964,ORD001047,WH009,CUST00222,VEH0036,Delhivery,2026-07-07,2026-07-09,2026-07-09,448.3,4466.8,1019.16,Delivered,Atlanta,Lopezbury
SHP000787,ORD000497,WH012,CUST00312,VEH0016,In-house Fleet,2026-06-27,2026-07-08,2026-07-08,2777.1,2104.1,1239.14,In Transit,Hamburg,Danielstad
SHP000253,ORD000736,WH003,CUST00268,VEH0001,BlueDart,2026-06-25,2026-07-07,2026-07-07,2218.7,3162.9,2926.85,Delivered,Columbus,North Jenniferstad
SHP000990,ORD001063,WH009,CUST00252,VEH0016,DHL,2026-02-20,2026-03-02,2026-03-02,1353.2,1855.7,688.2,Delivered,Atlanta,New Karen
SHP000785,ORD000598,WH004,CUST00389,VEH0037,XPO Logistics,2026-05-07,2026-05-15,2026-05-15,1434.5,4175.4,1371.74,Delivered,Columbus,West Teresastad
SHP001205,ORD001187,WH014,CUST00422,VEH0044,Delhivery,2026-08-10,2026-08-22,2026-08-22,2138.6,4679.0,111.17,Cancelled,Atlanta,Hurleyshire
SHP000135,ORD000024,WH002,CUST00319,VEH0015,FedEx,2026-06-26,2026-07-05,2026-07-05,1843.0,1270.3,1288.41,Cancelled,Singapore,Johnchester
SHP001365,ORD000558,WH005,CUST00113,VEH0048,DHL,2026-07-15,2026-07-20,2026-07-20,778.4,1116.8,2171.12,Delivered,Rotterdam,Juanton
SHP001140,ORD000106,WH014,CUST00218,VEH0013,XPO Logistics,2026-03-27,2026-04-07,2026-04-07,430.7,826.7,3647.28,In Transit,Atlanta,Greenport
SHP001043,ORD001119,WH005,CUST00126,VEH0021,BlueDart,2026-04-11,2026-04-18,2026-04-18,646.1,395.9,2998.81,Cancelled,Rotterdam,Odomfurt
SHP001039,ORD000744,WH013,CUST00032,VEH0036,FedEx,2026-04-16,2026-04-20,2026-04-20,1308.0,235.6,1450.66,Delayed,Chennai,West Jeffreyhaven
SHP000659,ORD000534,WH010,CUST00002,VEH0060,FedEx,2026-02-26,2026-03-08,2026-03-08,645.3,618.5,3926.38,In Transit,Newark,Villanuevatown
SHP000128,ORD000124,WH013,CUST00362,VEH0009,DHL,2026-07-29,2026-08-01,,2230.3,4231.8,3506.46,In Transit,Chennai,Port Nicholasside
SHP001423,ORD000924,WH008,CUST00413,VEH0033,In-house Fleet,2026-07-12,2026-07-21,2026-07-21,1685.5,72.9,3405.26,Out for Delivery,Singapore,Ramseyshire
SHP001378,ORD000099,WH010,CUST00084,VEH0009,Delhivery,2026-03-29,2026-04-01,,1486.3,4273.1,2061.05,In Transit,Newark,Michaelbury
SHP001129,ORD000757,WH004,CUST00244,VEH0057,In-house Fleet,2026-08-05,2026-08-16,2026-08-16,1134.5,2898.9,2214.94,Out for Delivery,Columbus,Ericmouth
SHP000238,ORD000560,WH001,CUST00342,VEH0049,DHL,2026-03-02,2026-03-03,,2429.2,4986.3,87.0,In Transit,Chennai,East Sarahland
SHP001369,ORD000778,WH006,CUST00103,VEH0036,XPO Logistics,2026-06-27,2026-06-28,2026-06-28,571.9,812.4,1800.91,Out for Delivery,Atlanta,North Clarencebury
SHP001103,ORD000052,WH001,CUST00525,VEH0026,FedEx,2026-07-07,2026-07-12,2026-07-12,2315.4,4293.1,2540.45,Delayed,Chennai,Jessicaport
SHP000460,ORD000855,WH011,CUST00350,VEH0020,FedEx,2026-06-06,2026-06-18,2026-06-18,204.6,3121.5,635.55,Delayed,Newark,Payneburgh
SHP001142,ORD000775,WH013,CUST00115,VEH0022,XPO Logistics,2026-04-02,2026-04-14,2026-04-14,258.0,4289.1,2568.57,In Transit,Chennai,East Jessicaside
SHP000056,ORD000134,WH010,CUST00545,VEH0024,In-house Fleet,2026-04-23,2026-04-24,2026-04-24,1673.9,4309.3,3988.61,Delivered,Newark,Garymouth
SHP000770,ORD000392,WH004,CUST00457,VEH0039,In-house Fleet,2026-07-19,2026-07-29,2026-07-29,812.1,3477.5,3228.23,Delivered,Columbus,Lake Jeffrey
SHP000075,ORD000589,WH015,CUST00167,VEH0052,DHL,2026-07-25,2026-08-05,2026-08-05,2058.4,657.3,1311.4,Out for Delivery,Atlanta,South Kayla
SHP001176,ORD000449,WH012,CUST00177,VEH0037,BlueDart,2026-04-22,2026-04-24,2026-04-24,2758.2,2524.6,1514.58,Out for Delivery,Hamburg,Woodwardborough
SHP000106,ORD000382,WH014,CUST00481,VEH0025,DHL,2026-05-19,2026-05-30,,1933.4,631.7,54.56,In Transit,Atlanta,Lake Christina
SHP000164,ORD000846,WH012,CUST00589,VEH0038,FedEx,2026-05-07,2026-05-13,2026-05-13,238.8,2660.9,3014.49,In Transit,Hamburg,Rogersmouth
SHP001111,ORD000228,wh015,CUST00004,VEH0039,XPO Logistics,2026-05-26,2026-05-28,2026-05-28,34.3,527.9,3156.85,Delivered,Atlanta,Port Samuel
SHP000958,ORD000209,WH010,CUST00274,VEH0004,Delhivery,2026-07-29,2026-08-03,2026-08-03,2473.6,4453.8,513.74,Delivered,Newark,Powersberg
SHP000956,ORD000931,WH015,CUST00395,VEH0021,FedEx,2026-02-28,2026-03-01,2026-03-01,2691.7,1070.6,1575.15,Cancelled,Atlanta,East Catherine
SHP001089,ORD000451,WH008,CUST00169,VEH0043,BlueDart,2026-08-13,2026-08-14,2026-08-14,2233.4,182.0,3645.46,Out for Delivery,Singapore,West Ronaldfort
SHP000640,ORD000040,WH001,CUST00246,VEH0048,XPO Logistics,2026-05-28,2026-06-04,2026-06-04,1319.0,2209.2,375.45,Out for Delivery,Chennai,South Manuelshire
SHP001284,ORD001027,WH012,CUST00100,VEH0049,FedEx,2026-06-21,2026-06-22,2026-06-22,1380.2,2743.2,1181.18,Delivered,Hamburg,Wintersview
SHP001406,ORD001134,WH003,CUST00145,VEH0012,FedEx,2026-03-11,2026-03-23,2026-03-23,2988.1,2668.4,3106.21,Delivered,Columbus,North Donald
SHP000519,ORD000751,WH005,CUST00536,VEH0030,FedEx,2026-04-03,2026-04-13,2026-04-13,314.5,2693.1,1226.15,Delivered,Rotterdam,West Colleen
SHP001265,ORD000124,wh003,CUST00362,VEH0024,FedEx,2026-06-01,2026-06-05,2026-06-05,1193.2,354.3,2317.28,Out for Delivery,Columbus,East Antonio
SHP000592,ORD000605,WH013,CUST00229,VEH0031,XPO Logistics,2026-06-24,2026-07-03,2026-07-03,-25.4,1072.4,3336.48,Delivered,Chennai,Lake Jillfort
SHP001010,ORD000401,WH010,CUST00083,VEH0046,Delhivery,2026-07-29,2026-08-10,2026-08-10,232.1,1054.1,2270.25,Delivered,Newark,New Jessicaside
SHP000771,ORD000524,WH004,CUST00039,VEH0036,DHL,2026-07-16,2026-07-27,2026-07-27,249.8,2249.4,2498.49,Delayed,Columbus,Port Victoria
SHP000413,ORD000720,wh014,CUST00369,VEH0037,XPO Logistics,2026-04-13,2026-04-20,2026-04-20,1281.9,2576.8,2844.29,Cancelled,Atlanta,Port Zacharyhaven
SHP001433,ORD000083,WH003,CUST00389,VEH0059,Delhivery,2026-04-16,2026-04-18,2026-04-18,2919.5,4104.8,307.65,Delivered,Columbus,Chavezport
SHP000556,ORD000578,WH004,CUST00118,VEH0009,Delhivery,2026-05-24,2026-05-27,2026-05-27,1221.7,1880.6,1346.85,Delivered,Columbus,Espinozaberg
SHP000544,ORD000562,WH002,CUST00434,VEH0048,XPO Logistics,2026-05-02,2026-05-08,2026-05-08,1940.8,4605.3,117.68,Delayed,Singapore,Marcustown
SHP000934,ORD000519,WH010,CUST00393,VEH0031,FedEx,2026-03-24,2026-03-28,2026-03-28,1619.4,2490.2,3800.92,Out for Delivery,Newark,West Andrew
SHP000537,ORD000653,WH008,CUST00080,VEH0051,Delhivery,2026-02-16,2026-02-20,2026-02-20,1818.8,1772.8,2203.42,In Transit,Singapore,Gabrielamouth
SHP001088,ORD001182,WH007,CUST00309,VEH0031,BlueDart,2026-03-24,2026-03-31,2026-03-31,2683.0,1277.9,1182.17,Out for Delivery,Delhi,Port Kennethberg
SHP000911,ORD001077,WH013,CUST00500,VEH0004,DHL,2026-02-24,2026-02-26,2026-02-26,870.9,4931.1,713.77,Out for Delivery,Chennai,Beasleyfurt
SHP001039,ORD000744,WH013,CUST00032,VEH0036,FedEx,2026-04-16,2026-04-20,2026-04-20,1308.0,235.6,1450.66,Delayed,Chennai,West Jeffreyhaven
SHP001191,ORD000916,WH006,CUST00002,VEH0047,DHL,2026-04-06,2026-04-09,2026-04-09,2030.4,3670.4,3422.15,Delivered,Atlanta,New Jamesborough
SHP000625,ORD000406,WH006,CUST00394,VEH0006,BlueDart,2026-06-24,2026-07-01,2026-07-01,1081.8,317.9,2560.72,Delivered,Atlanta,West Jessicahaven
SHP000407,ORD000854,WH003,CUST00493,VEH0013,BlueDart,2026-08-05,2026-08-16,2026-08-16,1740.7,1265.7,1749.41,Out for Delivery,Columbus,Sanchezshire
SHP001312,ORD001063,WH005,CUST00531,VEH0017,Delhivery,2026-04-04,2026-04-10,2026-04-10,-10.2,2903.2,491.18,Cancelled,Rotterdam,Beardland
SHP000645,ORD000389,WH014,CUST00558,VEH0011,Delhivery,2026-08-14,2026-08-15,2026-08-15,1407.4,4597.2,1153.12,Delayed,Atlanta,North Stacy
SHP000864,ORD000035,WH010,CUST00315,VEH0014,BlueDart,2026-03-23,2026-03-30,2026-03-30,2739.5,4047.0,2005.42,Delivered,Newark,Kleinland
SHP001286,ORD000245,WH014,CUST00404,VEH0038,In-house Fleet,2026-07-22,2026-07-25,2026-07-25,2784.3,183.6,3094.35,In Transit,Atlanta,New Jonathanmouth
SHP001334,ORD000209,WH005,CUST00248,VEH0013,BlueDart,2026-07-26,2026-08-03,2026-08-03,-23.2,3474.9,1736.88,Delivered,Rotterdam,Brianville
SHP000447,ORD000965,WH014,CUST00499,VEH0048,FedEx,2026-04-10,2026-04-15,2026-04-15,2338.7,3119.8,1614.49,Delivered,Atlanta,New Nicole
SHP000665,ORD000043,WH014,CUST00326,VEH0043,DHL,2026-04-01,2026-04-08,2026-04-08,1442.4,3307.5,2630.38,Out for Delivery,Atlanta,Richardport
SHP001401,ORD000402,WH004,CUST00144,VEH0018,BlueDart,2026-03-02,2026-03-04,2026-03-04,1027.1,636.0,3443.77,Cancelled,Columbus,East Evelynton
SHP001405,ORD000360,WH011,CUST00251,VEH0032,In-house Fleet,2026-06-22,2026-06-23,2026-06-23,1672.5,3548.7,2307.11,Out for Delivery,Newark,Lauraland
SHP000772,ORD000876,WH013,CUST00545,VEH0009,BlueDart,2026-03-07,2026-03-10,2026-03-10,615.8,4778.6,561.01,Out for Delivery,Chennai,Jessicaside
SHP000480,ORD000416,WH003,CUST00142,VEH0006,BlueDart,2026-04-01,2026-04-07,2026-04-07,290.2,2123.4,1309.43,Delivered,Columbus,East Richardport
SHP001105,ORD000287,WH006,CUST00013,VEH0037,In-house Fleet,2026-03-29,2026-04-07,2026-04-07,905.0,1574.9,1797.54,Cancelled,Atlanta,Williamsburgh
SHP000580,ORD000194,WH001,CUST00190,VEH0017,In-house Fleet,2026-04-28,2026-05-03,,1476.3,238.0,3253.79,In Transit,Chennai,Port Michaelside
SHP001354,ORD000855,WH012,CUST00474,VEH0028,FedEx,2026-07-21,2026-08-02,2026-08-02,118.9,2981.3,524.18,Cancelled,Hamburg,East Stephaniefurt
SHP000262,ORD000925,WH003,CUST00308,VEH0035,BlueDart,2026-06-05,2026-06-15,2026-06-15,2055.9,3777.7,2519.02,Delivered,Columbus,Davidbury
SHP000295,ORD000799,WH006,CUST00009,VEH0009,BlueDart,2026-05-22,2026-06-01,2026-06-01,2599.6,2917.7,846.31,In Transit,Atlanta,Ryanfort
SHP000722,ORD000353,WH013,CUST00570,VEH0042,DHL,2026-08-01,2026-08-12,2026-08-12,2000.8,2883.4,2137.31,In Transit,Chennai,South Staceyport
SHP000915,ORD000091,WH004,CUST00557,VEH0027,In-house Fleet,2026-07-20,2026-07-31,2026-07-31,2936.5,4685.7,697.82,Delivered,Columbus,West Rachelchester
SHP001199,ORD000098,WH007,CUST00493,VEH0053,DHL,2026-03-08,2026-03-20,,267.4,4535.7,783.1,In Transit,Delhi,Gomezside
SHP001038,ORD000503,WH012,CUST00086,VEH0020,Delhivery,2026-05-06,2026-05-16,2026-05-16,1436.5,562.8,587.82,Delivered,Hamburg,East Brianshire
SHP000970,ORD000899,WH003,CUST00212,VEH0037,BlueDart,2026-02-20,2026-03-04,,1534.8,3087.4,3990.93,In Transit,Columbus,Douglaston
SHP001414,ORD000489,WH004,CUST00481,VEH0025,XPO Logistics,2026-05-14,2026-05-26,2026-05-26,2209.0,3679.5,2914.95,Delivered,Columbus,East Lori
SHP000160,ORD000412,WH009,CUST00078,VEH0036,XPO Logistics,2026-03-02,2026-03-13,2026-03-13,471.0,3847.2,1879.18,Delivered,Atlanta,Davilamouth
SHP001380,ORD000898,WH008,CUST00476,VEH0031,BlueDart,2026-05-09,2026-05-18,2026-05-18,914.8,451.3,2525.23,Delivered,Singapore,New Kellyburgh
SHP000651,ORD000005,WH001,CUST00046,VEH0029,BlueDart,2026-05-04,2026-05-08,2026-05-08,2174.0,2823.8,277.16,In Transit,Chennai,West Frederickmouth
SHP000610,ORD000863,WH009,CUST00431,VEH0010,FedEx,2026-08-16,2026-08-21,2026-08-21,83.7,4203.8,3624.59,Cancelled,Atlanta,Port Billstad
SHP001254,ORD001021,wh001,CUST00473,VEH0049,DHL,2026-06-29,2026-07-07,2026-07-07,2448.8,286.7,1745.99,Out for Delivery,Chennai,Myersberg
SHP000334,ORD001083,WH006,CUST00233,VEH0042,In-house Fleet,2026-06-09,2026-06-13,2026-06-13,-30.4,1526.2,3803.54,Delivered,Atlanta,Blackburnshire
SHP001416,ORD000542,WH003,CUST00113,VEH0056,XPO Logistics,2026-06-12,2026-06-23,2026-06-23,2709.4,4269.3,645.97,Delayed,Columbus,New Mary
SHP000280,ORD000402,WH010,CUST00103,VEH0034,FedEx,2026-04-14,2026-04-20,,447.1,3281.8,53.9,In Transit,Newark,West James
SHP001030,ORD000029,WH004,CUST00568,VEH0031,In-house Fleet,2026-06-22,2026-06-25,2026-06-25,2087.7,4484.7,3413.73,Cancelled,Columbus,Robertfurt
SHP000699,ORD000263,WH009,CUST00357,VEH0011,Delhivery,2026-06-24,2026-07-04,,881.5,2816.4,3616.75,In Transit,Atlanta,Huntview
SHP001476,ORD000982,WH014,CUST00157,VEH0023,FedEx,2026-08-12,2026-08-19,2026-08-19,2846.0,425.6,1895.51,Delivered,Atlanta,Barnettburgh
SHP000869,ORD000954,WH010,CUST00051,VEH0022,In-house Fleet,2026-06-03,2026-06-06,,432.4,801.5,139.7,In Transit,Newark,Fosterburgh
SHP000630,ORD000142,WH002,CUST00589,VEH0053,FedEx,2026-07-21,2026-07-31,2026-07-31,537.4,3425.3,89.28,Delayed,Singapore,West Dustinshire
SHP000534,ORD000444,WH010,CUST00022,VEH0042,Delhivery,2026-05-09,2026-05-14,2026-05-14,306.6,395.9,2751.97,In Transit,Newark,Youngfurt
SHP001285,ORD000511,WH009,CUST00463,VEH0048,DHL,2026-02-17,2026-02-20,,2113.1,126.2,3838.89,In Transit,Atlanta,Bethanytown
SHP000737,ORD001176,wh003,CUST00556,VEH0056,FedEx,2026-05-17,2026-05-22,2026-05-22,1157.9,1148.8,2449.69,In Transit,Columbus,Maxwellborough
SHP000015,ORD000761,WH011,CUST00216,VEH0028,DHL,2026-04-28,2026-05-07,2026-05-07,2695.4,768.1,778.09,Delivered,Newark,Michaelburgh
SHP000683,ORD001157,WH008,CUST00024,VEH0032,DHL,2026-08-09,2026-08-15,2026-08-15,386.1,4724.4,2606.37,Delivered,Singapore,Adamton
SHP001000,ORD000597,WH002,CUST00280,VEH0053,BlueDart,2026-04-29,2026-05-08,2026-05-08,1249.7,4307.9,425.04,In Transit,Singapore,South Jennifer
SHP000393,ORD000167,WH007,CUST00003,VEH0034,Delhivery,2026-03-27,2026-04-03,,111.2,738.3,3630.3,In Transit,Delhi,Jonesborough
SHP000423,ORD001099,WH009,CUST00303,VEH0052,In-house Fleet,2026-07-12,2026-07-18,2026-07-18,1448.6,3439.1,1837.48,Out for Delivery,Atlanta,Mcintoshland
SHP001293,ORD000872,WH003,CUST00593,VEH0037,Delhivery,2026-04-17,2026-04-24,2026-04-24,2370.3,4607.5,931.91,In Transit,Columbus,Lake Brandontown
SHP000463,ORD000653,WH007,CUST00137,VEH0012,DHL,2026-04-13,2026-04-19,2026-04-19,193.2,544.8,2184.39,Delivered,Delhi,South Anthonyhaven
SHP001287,ORD000022,wh011,CUST00457,VEH0015,DHL,2026-03-28,2026-03-31,2026-03-31,67.7,2714.3,3030.17,Out for Delivery,Newark,Williamsbury
SHP000996,ORD000806,WH002,CUST00004,VEH0017,XPO Logistics,2026-06-30,2026-07-06,2026-07-06,322.9,4368.2,55.95,In Transit,Singapore,Woodwardbury
SHP001250,ORD000412,WH001,CUST00313,VEH0048,XPO Logistics,2026-04-03,2026-04-04,2026-04-04,310.7,3683.5,1871.59,Delivered,Chennai,Farmerburgh
SHP000802,ORD000346,WH007,CUST00567,VEH0033,Delhivery,2026-02-24,2026-03-02,2026-03-02,712.4,1612.8,1584.21,Delivered,Delhi,New Charlesbury
SHP001425,ORD000448,WH011,CUST00010,VEH0047,BlueDart,2026-06-08,2026-06-17,2026-06-17,438.0,2409.7,1383.47,Out for Delivery,Newark,Henryville
SHP001121,ORD000422,WH004,CUST00525,VEH0019,Delhivery,2026-05-22,2026-05-23,2026-05-23,1026.9,2146.5,715.67,Delivered,Columbus,New Joyce
SHP001204,ORD000675,WH011,CUST00063,VEH0020,FedEx,2026-04-29,2026-05-06,2026-05-06,1333.9,3810.0,1749.52,Out for Delivery,Newark,West Stacy
SHP000909,ORD000490,WH010,CUST00203,VEH0019,BlueDart,2026-07-27,2026-07-28,,2463.6,3599.6,2880.82,In Transit,Newark,Gabriellehaven
SHP000620,ORD000694,WH007,CUST00271,VEH0019,XPO Logistics,2026-06-15,2026-06-18,2026-06-18,2663.7,4116.1,2146.85,In Transit,Delhi,Michellefort
SHP001224,ORD000363,WH014,CUST00365,VEH0013,DHL,2026-04-17,2026-04-25,2026-04-25,20.4,890.3,2042.72,Delivered,Atlanta,West Samanthachester
SHP001215,ORD000444,WH010,CUST00437,VEH0008,In-house Fleet,2026-08-02,2026-08-07,2026-08-07,603.0,1018.6,633.3,Delivered,Newark,West Christinamouth
SHP000237,ORD000851,WH002,CUST00224,VEH0032,BlueDart,2026-02-17,2026-02-24,2026-02-24,1202.5,1222.7,3619.39,Delayed,Singapore,Taylorhaven
SHP000858,ORD000694,WH010,CUST00552,VEH0037,FedEx,2026-05-19,2026-05-22,2026-05-22,1948.0,2160.7,3182.73,Delivered,Newark,Lewistown
SHP000874,ORD000224,WH010,CUST00600,VEH0041,BlueDart,2026-02-19,2026-02-26,2026-02-26,467.8,3132.2,3317.99,Delivered,Newark,Lake Karen
SHP000467,ORD000519,WH011,CUST00325,VEH0021,In-house Fleet,2026-03-02,2026-03-03,2026-03-03,1302.1,3323.5,1867.04,Out for Delivery,Newark,New Jasonborough
SHP001073,ORD000217,WH004,CUST00319,VEH0018,FedEx,2026-06-27,2026-07-07,2026-07-07,826.4,499.5,2867.59,Delivered,Columbus,North Philipside
SHP000754,ORD000680,WH010,CUST00343,VEH0006,FedEx,2026-02-19,2026-02-27,2026-02-27,1100.8,2563.4,1786.72,Out for Delivery,Newark,Wrightview
SHP001148,ORD000682,WH006,CUST00308,VEH0050,DHL,2026-04-20,2026-04-21,,134.3,4245.2,2758.03,In Transit,Atlanta,West Kayla
SHP000883,ORD000701,WH014,CUST00242,VEH0007,DHL,2026-04-22,2026-04-27,2026-04-27,2456.1,3569.4,2227.03,Delivered,Atlanta,Port Pamela
SHP000292,ORD000194,WH007,CUST00316,VEH0027,FedEx,2026-08-16,2026-08-23,2026-08-23,836.2,2074.3,2887.45,Cancelled,Delhi,Lake Michael
SHP000234,ORD001146,WH012,CUST00176,VEH0054,In-house Fleet,2026-07-04,2026-07-15,2026-07-15,352.1,2377.3,2435.25,Delivered,Hamburg,South Tarastad
SHP000742,ORD000549,WH011,CUST00575,VEH0033,BlueDart,2026-04-17,2026-04-28,2026-04-28,1064.0,4907.0,1556.05,In Transit,Newark,Port Kelly
SHP001444,ORD000186,WH007,CUST00013,VEH0009,XPO Logistics,2026-05-17,2026-05-18,,-34.9,4503.6,3082.47,In Transit,Delhi,Wendybury
SHP000410,ORD001173,WH015,CUST00433,VEH0052,BlueDart,2026-04-16,2026-04-23,2026-04-23,635.7,3715.3,855.65,Cancelled,Atlanta,Lake Karen
SHP000851,ORD000017,WH001,CUST00083,VEH0001,In-house Fleet,2026-05-30,2026-06-07,2026-06-07,1630.2,2342.2,610.51,Cancelled,Chennai,Danielshire
SHP001184,ORD000702,WH012,CUST00246,VEH0042,Delhivery,2026-04-05,2026-04-08,2026-04-08,2499.9,3940.2,313.85,Cancelled,Hamburg,New Melissa
SHP001489,ORD000722,WH006,CUST00082,VEH0045,DHL,2026-02-18,2026-02-22,,821.7,1290.9,3122.53,In Transit,Atlanta,Scottton
SHP000320,ORD000820,WH011,CUST00289,VEH0048,FedEx,2026-06-28,2026-06-30,2026-06-30,1338.2,4704.1,2244.1,In Transit,Newark,New Carl
SHP000743,ORD000802,WH007,CUST00492,VEH0046,FedEx,2026-06-24,2026-06-27,2026-06-27,224.6,2644.0,662.42,Delivered,Delhi,South Brian
SHP001213,ORD000196,WH011,CUST00373,VEH0003,In-house Fleet,2026-02-18,2026-02-23,2026-02-23,401.9,576.1,1135.2,Delivered,Newark,East Kristen
