feedback_id,shipment_id,customer_id,rating,on_time_delivery,comments,feedback_date,channel
FBK000674,SHP000571,CUST00095,1,No,"Great service, will order again.",2026-06-11,App
FBK000675,SHP001293,CUST00203,1,Yes,,2026-08-06,Call Center
FBK000676,SHP001097,CUST00233,2,Yes,,2026-08-04,Email Survey
FBK000677,SHP000072,CUST00448,1,No,,2026-04-16,App
FBK000678,SHP000166,CUST00405,3,No,"Great service, will order again.",2026-06-20,App
FBK000679,SHP000039,CUST00533,3,No,Item arrived damaged.,2026-06-04,Call Center
FBK000680,SHP001160,CUST00477,3,No,"Great service, will order again.",2026-03-22,Call Center
FBK000681,SHP000881,CUST00162,5,NO,Delivery was on time and package was in great condition.,2026-04-08,Website
FBK000682,SHP001241,CUST00343,4,No,Item arrived damaged.,2026-04-28,Email Survey
FBK000683,SHP001299,CUST00476,5,No,"Great service, will order again.",2026-06-28,Website
FBK000684,SHP000351,CUST00281,2,Yes,Wrong item delivered.,2026-06-18,Call Center
FBK000685,SHP001369,CUST00492,2,No,Wrong item delivered.,2026-07-12,Call Center
FBK000686,SHP000491,CUST00582,4,No,,2026-03-29,App
FBK000687,SHP000752,CUST00593,4,NO,,2026-04-08,Call Center
FBK000688,SHP001346,CUST00228,1,Yes,"Great service, will order again.",2026-03-28,Call Center
FBK000689,SHP000898,CUST00509,5,No,Driver was late by several hours.,2026-05-14,Call Center
FBK000690,SHP000590,CUST00157,4,Yes,"Great service, will order again.",2026-08-06,Email Survey
FBK000691,SHP000724,CUST00368,3,No,"Great service, will order again.",2026-04-21,Website
FBK000692,SHP000891,CUST00396,2,No,,2026-03-26,Email Survey
FBK000693,SHP001095,CUST00100,3,Yes,,2026-08-02,App
FBK000694,SHP000540,CUST00241,5,Yes,Delivery was on time and package was in great condition.,2026-07-01,Email Survey
FBK000695,SHP000869,CUST00243,2,yes,Item arrived damaged.,2026-04-02,Call Center
FBK000696,SHP000216,CUST00593,3,NO,Driver was late by several hours.,2026-05-05,Call Center
FBK000697,SHP000434,CUST00312,2,yes,Driver was late by several hours.,2026-04-01,Website
FBK000698,SHP000379,CUST00397,3,No,Wrong item delivered.,2026-04-06,Call Center
FBK000699,SHP000724,CUST00221,3,NO,Wrong item delivered.,2026-04-16,Website
FBK000700,SHP000497,CUST00056,3,NO,Item arrived damaged.,2026-08-01,App
FBK000701,SHP001153,CUST00280,2,No,,2026-04-11,Email Survey
FBK000702,SHP001430,CUST00579,4,No,,2026-07-11,Call Center
FBK000703,SHP001491,CUST00496,1,Yes,,2026-04-14,App
FBK000704,SHP000584,CUST00140,2,Yes,,2026-04-13,Email Survey
FBK000705,SHP000672,CUST00190,3,NO,Delivery was on time and package was in great condition.,2026-05-17,App
FBK000706,SHP000534,CUST00484,1,No,"Great service, will order again.",2026-04-26,Website
FBK000707,SHP000051,CUST00217,2,yes,Delivery was on time and package was in great condition.,2026-04-03,Email Survey
FBK000708,SHP000696,CUST00332,3,No,,2026-04-20,App
FBK000709,SHP000627,CUST00099,3,NO,Delivery was on time and package was in great condition.,2026-03-22,App
FBK000710,SHP001326,CUST00128,5,No,,2026-08-04,Email Survey
FBK000711,SHP001032,CUST00267,2,No,"Great service, will order again.",2026-08-17,Email Survey
FBK000712,SHP000956,CUST00397,2,Yes,"Great service, will order again.",2026-05-18,Email Survey
FBK000713,SHP001461,CUST00206,1,NO,"Great service, will order again.",2026-05-28,Email Survey
FBK000714,SHP001131,CUST00357,3,yes,"Great service, will order again.",2026-08-15,Website
FBK000715,SHP000021,CUST00128,1,NO,,2026-08-05,App
FBK000716,SHP001208,CUST00248,5,No,Delivery was on time and package was in great condition.,2026-05-11,Call Center
FBK000717,SHP001029,CUST00366,2,yes,Item arrived damaged.,2026-06-15,Website
FBK000718,SHP001498,CUST00158,4,yes,,2026-03-30,Call Center
FBK000719,SHP000748,CUST00252,4,NO,,2026-08-11,App
FBK000720,SHP000861,CUST00399,2,Yes,,2026-07-27,App
FBK000721,SHP000271,CUST00083,2,No,Wrong item delivered.,2026-08-09,Website
FBK000722,SHP000673,CUST00288,5,Yes,Wrong item delivered.,2026-05-18,Call Center
FBK000723,SHP000287,CUST00314,3,Yes,Driver was late by several hours.,2026-03-23,App
FBK000724,SHP000143,CUST00037,5,NO,Driver was late by several hours.,2026-08-07,Call Center
FBK000725,SHP000104,CUST00155,1,Yes,Item arrived damaged.,2026-06-04,Email Survey
FBK000726,SHP000278,CUST00155,4,NO,Wrong item delivered.,2026-06-24,App
FBK000727,SHP001453,CUST00342,3,No,,2026-03-25,App
FBK000728,SHP000918,CUST00598,4,No,,2026-08-17,Call Center
FBK000729,SHP000977,CUST00538,1,Yes,,2026-08-16,Call Center
FBK000730,SHP001276,CUST00311,4,No,Delivery was on time and package was in great condition.,2026-05-30,Call Center
FBK000731,SHP000458,CUST00533,4,Yes,Delivery was on time and package was in great condition.,2026-07-19,Call Center
FBK000732,SHP000437,CUST00360,3,Yes,Delivery was on time and package was in great condition.,2026-07-25,App
FBK000733,SHP000629,CUST00135,2,No,Delivery was on time and package was in great condition.,2026-04-05,Website
FBK000734,SHP001094,CUST00526,2,No,Delivery was on time and package was in great condition.,2026-07-30,Email Survey
FBK000735,SHP000058,CUST00265,2,Yes,Delivery was on time and package was in great condition.,2026-05-15,Website
FBK000736,SHP001163,CUST00428,1,NO,Item arrived damaged.,2026-06-09,Website
FBK000737,SHP000420,CUST00286,3,Yes,Wrong item delivered.,2026-03-27,App
FBK000738,SHP000430,CUST00526,2,Yes,Delivery was on time and package was in great condition.,2026-06-17,Call Center
FBK000739,SHP000525,CUST00408,3,Yes,Driver was late by several hours.,2026-06-15,Call Center
FBK000740,SHP000137,CUST00202,2,NO,Delivery was on time and package was in great condition.,2026-06-17,App
FBK000741,SHP001026,CUST00502,3,Yes,,2026-07-12,Email Survey
FBK000742,SHP000983,CUST00291,5,No,Driver was late by several hours.,2026-05-09,App
FBK000743,SHP001194,CUST00212,1,NO,Delivery was on time and package was in great condition.,2026-08-10,Call Center
FBK000744,SHP000265,CUST00551,2,NO,Wrong item delivered.,2026-07-26,Website
FBK000745,SHP000911,CUST00282,2,yes,,2026-05-07,App
FBK000746,SHP000193,CUST00049,3,No,Item arrived damaged.,2026-07-19,Call Center
FBK000747,SHP001303,CUST00009,3,NO,,2026-05-03,Email Survey
FBK000748,SHP001014,CUST00180,4,Yes,Item arrived damaged.,2026-04-14,Email Survey
FBK000749,SHP000231,CUST00593,1,yes,,2026-03-30,App
FBK000750,SHP001346,CUST00469,3,yes,,2026-07-24,App
FBK000751,SHP000245,CUST00310,4,No,,2026-07-14,Email Survey
FBK000752,SHP000412,CUST00016,0,No,,2026-06-20,Call Center
FBK000753,SHP000370,CUST00143,4,yes,Wrong item delivered.,2026-04-22,Website
FBK000754,SHP000130,CUST00501,5,Yes,Item arrived damaged.,2026-03-24,Website
FBK000755,SHP001290,CUST00302,4,No,,2026-05-08,Call Center
FBK000756,SHP001199,CUST00331,3,NO,,2026-07-18,Email Survey
FBK000757,SHP000587,CUST00453,1,No,"Great service, will order again.",2026-06-20,Email Survey
FBK000758,SHP001313,CUST00365,4,No,,2026-05-29,Website
FBK000759,SHP000015,CUST00005,3,No,Driver was late by several hours.,2026-05-15,Call Center
FBK000760,SHP000033,CUST00175,1,No,Driver was late by several hours.,2026-07-10,Website
FBK000761,SHP001402,CUST00539,1,Yes,Driver was late by several hours.,2026-04-13,App
FBK000762,SHP000326,CUST00141,2,No,Wrong item delivered.,2026-08-15,Call Center
FBK000763,SHP000038,CUST00168,2,No,,2026-05-11,Email Survey
FBK000764,SHP000164,CUST00068,3,No,,2026-04-12,Call Center
FBK000765,SHP000260,CUST00314,1,yes,Delivery was on time and package was in great condition.,2026-06-02,Email Survey
FBK000766,SHP000276,CUST00170,2,Yes,,2026-06-12,Email Survey
FBK000767,SHP000098,CUST00406,2,NO,Item arrived damaged.,2026-04-14,Website
FBK000768,SHP000974,CUST00062,5,yes,Driver was late by several hours.,2026-06-05,Call Center
FBK000769,SHP001428,CUST00329,2,No,Item arrived damaged.,2026-07-03,Website
FBK000770,SHP001166,CUST00588,5,yes,Driver was late by several hours.,2026-06-14,Website
FBK000771,SHP000707,CUST00171,2,NO,,2026-06-23,Call Center
FBK000772,SHP000380,CUST00020,4,No,Driver was late by several hours.,2026-04-02,Call Center
FBK000773,SHP000115,CUST00553,1,No,,2026-03-22,Website
FBK000774,SHP000165,CUST00281,5,Yes,"Great service, will order again.",2026-06-15,Call Center
FBK000775,SHP000040,CUST00471,3,yes,"Great service, will order again.",2026-04-17,Website
FBK000776,SHP000461,CUST00029,5,No,,2026-06-04,App
FBK000777,SHP000342,CUST00293,-1,NO,,2026-07-23,Call Center
FBK000778,SHP000492,CUST00463,5,yes,Item arrived damaged.,2026-05-31,Website
FBK000779,SHP000464,CUST00461,1,NO,Item arrived damaged.,2026-05-15,Email Survey
FBK000780,SHP001314,CUST00546,1,No,Driver was late by several hours.,2026-06-01,App
FBK000781,SHP000108,CUST00208,2,Yes,Wrong item delivered.,2026-03-22,Email Survey
FBK000782,SHP001088,CUST00227,4,yes,Delivery was on time and package was in great condition.,2026-05-22,Website
FBK000783,SHP000552,CUST00489,4,No,Wrong item delivered.,2026-05-14,App
FBK000784,SHP001490,CUST00247,4,NO,Driver was late by several hours.,2026-06-24,Call Center
FBK000785,SHP001440,CUST00431,2,NO,,2026-04-04,App
FBK000786,SHP000825,CUST00397,0,No,,2026-07-15,Call Center
FBK000787,SHP000872,CUST00527,2,NO,"Great service, will order again.",2026-07-27,Email Survey
FBK000788,SHP000298,CUST00174,2,No,"Great service, will order again.",2026-07-07,App
FBK000789,SHP000695,CUST00081,5,NO,Delivery was on time and package was in great condition.,2026-04-07,Call Center
FBK000790,SHP001168,CUST00212,1,No,Wrong item delivered.,2026-07-10,Email Survey
FBK000791,SHP000272,CUST00194,4,yes,Driver was late by several hours.,2026-06-12,Email Survey
FBK000792,SHP000255,CUST00236,3,NO,,2026-07-31,Website
FBK000793,SHP000440,CUST00274,2,Yes,,2026-06-01,Call Center
FBK000794,SHP001313,CUST00528,4,No,Driver was late by several hours.,2026-03-31,Website
FBK000795,SHP001100,CUST00556,4,Yes,,2026-06-25,Email Survey
FBK000796,SHP000612,CUST00598,4,yes,,2026-03-23,Website
FBK000797,SHP001495,CUST00343,-1,Yes,Delivery was on time and package was in great condition.,2026-03-29,Email Survey
FBK000798,SHP001269,CUST00330,4,Yes,Delivery was on time and package was in great condition.,2026-07-12,Email Survey
FBK000799,SHP000554,CUST00314,4,NO,Wrong item delivered.,2026-04-03,App
FBK000800,SHP000398,CUST00321,2,Yes,Delivery was on time and package was in great condition.,2026-04-17,Website
FBK000801,SHP000271,CUST00025,5,No,,2026-08-08,App
FBK000802,SHP000423,CUST00289,1,yes,,2026-05-14,Email Survey
FBK000803,SHP001025,CUST00341,3,No,,2026-05-10,Website
FBK000804,SHP000098,CUST00149,2,Yes,"Great service, will order again.",2026-05-12,App
FBK000805,SHP001181,CUST00371,4,No,,2026-07-15,Email Survey
FBK000806,SHP000446,CUST00171,5,yes,Wrong item delivered.,2026-04-20,Email Survey
FBK000807,SHP000268,CUST00361,4,Yes,Delivery was on time and package was in great condition.,2026-06-29,Call Center
FBK000808,SHP000661,CUST00449,4,Yes,"Great service, will order again.",2026-05-30,App
FBK000809,SHP000743,CUST00035,4,NO,Delivery was on time and package was in great condition.,2026-06-07,App
FBK000810,SHP001494,CUST00084,1,yes,Item arrived damaged.,2026-05-18,Email Survey
FBK000811,SHP000259,CUST00042,5,NO,,2026-08-16,Website
FBK000812,SHP000904,CUST00200,2,yes,"Great service, will order again.",2026-05-28,Email Survey
FBK000813,SHP000452,CUST00159,2,No,Wrong item delivered.,2026-03-31,App
FBK000814,SHP000071,CUST00398,2,Yes,Wrong item delivered.,2026-08-14,App
FBK000815,SHP000539,CUST00002,2,yes,,2026-03-19,Email Survey
FBK000816,SHP000121,CUST00208,2,Yes,,2026-05-26,Call Center
FBK000817,SHP001208,CUST00270,5,yes,Item arrived damaged.,2026-05-10,App
FBK000818,SHP001465,CUST00350,2,Yes,"Great service, will order again.",2026-06-09,App
FBK000819,SHP000490,CUST00023,2,NO,Item arrived damaged.,2026-05-21,Website
FBK000820,SHP000571,CUST00118,4,NO,Item arrived damaged.,2026-06-20,Website
FBK000821,SHP001016,CUST00250,4,NO,Item arrived damaged.,2026-04-21,App
FBK000822,SHP000366,CUST00378,5,No,Delivery was on time and package was in great condition.,2026-04-29,App
FBK000823,SHP000684,CUST00044,1,Yes,Item arrived damaged.,2026-07-02,Email Survey
FBK000824,SHP000263,CUST00541,5,NO,Driver was late by several hours.,2026-03-25,Call Center
FBK000825,SHP001414,CUST00113,1,Yes,,2026-05-10,Call Center
FBK000826,SHP000294,CUST00438,3,yes,Wrong item delivered.,2026-06-02,Email Survey
FBK000827,SHP000728,CUST00026,3,Yes,Delivery was on time and package was in great condition.,2026-03-25,Call Center
FBK000828,SHP000370,CUST00216,3,NO,Item arrived damaged.,2026-04-27,App
FBK000829,SHP001146,CUST00332,2,NO,Item arrived damaged.,2026-04-24,Call Center
FBK000830,SHP000066,CUST00138,4,No,Delivery was on time and package was in great condition.,2026-05-19,Email Survey
FBK000831,SHP000920,CUST00122,1,NO,,2026-06-04,Email Survey
FBK000832,SHP001105,CUST00272,5,No,Driver was late by several hours.,2026-08-13,Call Center
FBK000833,SHP001169,CUST00384,2,yes,Wrong item delivered.,2026-06-22,Email Survey
FBK000834,SHP000541,CUST00063,1,yes,,2026-06-19,App
FBK000835,SHP000612,CUST00275,2,Yes,,2026-04-01,Email Survey
FBK000836,SHP000553,CUST00099,4,NO,Delivery was on time and package was in great condition.,2026-08-05,Call Center
FBK000837,SHP000813,CUST00017,1,yes,Item arrived damaged.,2026-05-18,Email Survey
FBK000838,SHP001049,CUST00239,5,yes,,2026-03-18,App
FBK000839,SHP000832,CUST00015,3,Yes,,2026-03-28,Call Center
FBK000840,SHP000190,CUST00373,2,NO,Wrong item delivered.,2026-05-06,App
FBK000841,SHP000825,CUST00050,4,NO,"Great service, will order again.",2026-04-15,Email Survey
FBK000842,SHP001311,CUST00513,1,yes,,2026-04-21,Email Survey
FBK000843,SHP000570,CUST00509,2,Yes,Driver was late by several hours.,2026-06-29,Email Survey
FBK000844,SHP001346,CUST00168,2,yes,,2026-05-30,App
FBK000845,SHP000304,CUST00155,1,NO,,2026-06-29,Website
FBK000846,SHP001177,CUST00146,3,No,Item arrived damaged.,2026-04-20,Call Center
FBK000847,SHP000726,CUST00528,5,No,Delivery was on time and package was in great condition.,2026-07-16,Email Survey
FBK000848,SHP000924,CUST00012,3,NO,"Great service, will order again.",2026-05-09,Call Center
FBK000849,SHP001410,CUST00289,4,No,Driver was late by several hours.,2026-05-27,Email Survey
FBK000850,SHP001343,CUST00541,2,No,Wrong item delivered.,2026-06-23,Email Survey
FBK000851,SHP001455,CUST00366,5,Yes,"Great service, will order again.",2026-04-14,Call Center
FBK000852,SHP000694,CUST00065,1,No,,2026-06-03,Call Center
FBK000853,SHP000733,CUST00470,1,NO,Item arrived damaged.,2026-08-11,App
FBK000854,SHP000098,CUST00575,5,No,Delivery was on time and package was in great condition.,2026-08-13,Website
FBK000855,SHP001187,CUST00562,2,yes,,2026-08-05,App
FBK000856,SHP000470,CUST00595,4,yes,Wrong item delivered.,2026-08-02,Website
FBK000857,SHP000512,CUST00231,4,NO,"Great service, will order again.",2026-05-26,Website
FBK000858,SHP000220,CUST00490,2,No,"Great service, will order again.",2026-03-23,Email Survey
FBK000859,SHP000560,CUST00487,2,NO,,2026-07-26,App
FBK000860,SHP000287,CUST00272,3,NO,,2026-07-14,Email Survey
FBK000861,SHP001172,CUST00441,1,No,,2026-06-25,Email Survey
FBK000862,SHP001155,CUST00151,5,Yes,Item arrived damaged.,2026-06-23,App
FBK000863,SHP000991,CUST00369,3,No,Delivery was on time and package was in great condition.,2026-04-29,App
FBK000864,SHP000668,CUST00320,4,NO,Delivery was on time and package was in great condition.,2026-04-05,App
FBK000865,SHP001009,CUST00024,2,Yes,,2026-06-17,Website
FBK000866,SHP000982,CUST00019,3,NO,,2026-07-17,Email Survey
FBK000867,SHP000588,CUST00175,1,Yes,Driver was late by several hours.,2026-06-16,Email Survey
FBK000868,SHP000982,CUST00202,1,Yes,Delivery was on time and package was in great condition.,2026-03-31,Email Survey
FBK000869,SHP001077,CUST00429,4,yes,"Great service, will order again.",2026-07-09,Call Center
FBK000870,SHP000797,CUST00122,5,No,"Great service, will order again.",2026-04-24,Call Center
FBK000871,SHP001422,CUST00098,5,yes,Driver was late by several hours.,2026-04-05,App
FBK000872,SHP001364,CUST00116,4,NO,Item arrived damaged.,2026-05-24,Email Survey
FBK000873,SHP001013,CUST00178,4,Yes,Item arrived damaged.,2026-07-09,Email Survey
FBK000874,SHP001196,CUST00495,4,NO,Delivery was on time and package was in great condition.,2026-05-24,App
FBK000875,SHP000781,CUST00144,5,yes,,2026-04-10,App
FBK000876,SHP000099,CUST00164,1,NO,Delivery was on time and package was in great condition.,2026-04-09,App
FBK000877,SHP000418,CUST00467,2,NO,Item arrived damaged.,2026-06-23,App
FBK000878,SHP001082,CUST00299,3,NO,Delivery was on time and package was in great condition.,2026-05-27,Call Center
FBK000879,SHP000594,CUST00438,3,yes,Wrong item delivered.,2026-07-29,Website
FBK000880,SHP000586,CUST00367,5,Yes,,2026-05-13,Website
FBK000881,SHP001455,CUST00304,2,NO,"Great service, will order again.",2026-04-24,App
FBK000882,SHP000629,CUST00365,3,NO,Driver was late by several hours.,2026-05-25,Call Center
FBK000883,SHP000491,CUST00424,5,No,Driver was late by several hours.,2026-06-25,Email Survey
FBK000884,SHP000223,CUST00362,1,yes,Driver was late by several hours.,2026-05-27,Website
FBK000885,SHP000472,CUST00236,2,Yes,Item arrived damaged.,2026-04-22,Email Survey
FBK000886,SHP001053,CUST00501,2,yes,,2026-06-18,Email Survey
FBK000887,SHP001487,CUST00039,1,Yes,,2026-07-15,Call Center
FBK000888,SHP000734,CUST00111,1,NO,,2026-07-21,Website
FBK000889,SHP000526,CUST00092,5,yes,,2026-04-11,Website
FBK000890,SHP001443,CUST00505,3,No,Driver was late by several hours.,2026-06-11,Call Center
FBK000891,SHP000065,CUST00268,2,No,,2026-05-26,App
FBK000892,SHP001343,CUST00404,6,NO,,2026-07-17,App
FBK000893,SHP001104,CUST00538,4,NO,Wrong item delivered.,2026-04-05,Website
FBK000894,SHP000513,CUST00578,3,NO,Delivery was on time and package was in great condition.,2026-07-14,App
FBK000895,SHP000674,CUST00428,5,NO,Driver was late by several hours.,2026-05-28,Website
FBK000896,SHP000883,CUST00536,1,Yes,"Great service, will order again.",2026-06-06,Email Survey
FBK000897,SHP001428,CUST00541,1,yes,Wrong item delivered.,2026-04-27,App
FBK000898,SHP001492,CUST00127,4,Yes,Driver was late by several hours.,2026-06-13,Email Survey
FBK000899,SHP000577,CUST00069,4,No,,2026-08-01,Email Survey
FBK000900,SHP001320,CUST00267,4,NO,Item arrived damaged.,2026-07-21,App
FBK000901,SHP000495,CUST00446,3,NO,,2026-07-26,Email Survey
FBK000902,SHP000946,CUST00384,4,NO,,2026-05-18,Call Center
FBK000903,SHP001247,CUST00095,4,yes,,2026-06-17,Website
FBK000904,SHP000387,CUST00302,5,No,,2026-05-26,Website
FBK000905,SHP000572,CUST00053,4,Yes,"Great service, will order again.",2026-08-01,Website
FBK000906,SHP001152,CUST00227,3,yes,,2026-05-26,App
FBK000907,SHP000836,CUST00520,5,NO,Driver was late by several hours.,2026-06-17,Call Center
FBK000908,SHP001485,CUST00124,4,yes,,2026-05-27,App
FBK000909,SHP000351,CUST00244,3,NO,,2026-03-25,Call Center
FBK000910,SHP000247,CUST00164,1,No,Wrong item delivered.,2026-08-02,Email Survey
FBK000911,SHP000001,CUST00222,4,yes,"Great service, will order again.",2026-06-19,Email Survey
FBK000912,SHP001307,CUST00588,3,Yes,,2026-07-19,Call Center
FBK000913,SHP001484,CUST00510,5,yes,Item arrived damaged.,2026-05-01,Email Survey
FBK000914,SHP001359,CUST00094,2,yes,"Great service, will order again.",2026-04-20,Website
FBK000915,SHP000786,CUST00473,2,Yes,"Great service, will order again.",2026-06-23,Email Survey
FBK000916,SHP001173,CUST00122,3,NO,,2026-07-14,Call Center
FBK000917,SHP001342,CUST00526,1,yes,,2026-05-15,Website
FBK000918,SHP000938,CUST00055,3,Yes,Item arrived damaged.,2026-05-20,Call Center
FBK000919,SHP000477,CUST00359,3,Yes,Delivery was on time and package was in great condition.,2026-08-10,Email Survey
FBK000920,SHP000943,CUST00190,4,NO,,2026-05-22,Call Center
FBK000921,SHP000482,CUST00180,3,No,,2026-05-30,App
FBK000922,SHP000662,CUST00418,4,yes,Item arrived damaged.,2026-05-11,Website
FBK000923,SHP000409,CUST00291,1,yes,Delivery was on time and package was in great condition.,2026-06-08,Email Survey
FBK000924,SHP001371,CUST00169,2,No,Delivery was on time and package was in great condition.,2026-08-17,Call Center
FBK000925,SHP000763,CUST00537,1,No,Wrong item delivered.,2026-06-18,Email Survey
FBK000926,SHP000489,CUST00116,4,No,Wrong item delivered.,2026-05-15,Email Survey
FBK000927,SHP000829,CUST00086,4,NO,,2026-08-05,Email Survey
FBK000928,SHP000260,CUST00544,5,yes,Driver was late by several hours.,2026-06-23,App
FBK000929,SHP000734,CUST00410,3,yes,Wrong item delivered.,2026-04-17,Call Center
FBK000930,SHP000487,CUST00524,4,yes,"Great service, will order again.",2026-04-28,App
FBK000931,SHP001459,CUST00596,5,Yes,Item arrived damaged.,2026-06-23,Website
FBK000932,SHP000458,CUST00159,4,NO,Delivery was on time and package was in great condition.,2026-07-02,Website
FBK000933,SHP001457,CUST00393,4,NO,Item arrived damaged.,2026-08-10,Email Survey
FBK000934,SHP000098,CUST00539,5,NO,Delivery was on time and package was in great condition.,2026-08-07,Website
FBK000935,SHP000899,CUST00094,1,yes,,2026-06-05,Email Survey
FBK000936,SHP001385,CUST00209,3,yes,,2026-05-09,Website
FBK000937,SHP000254,CUST00114,1,NO,Driver was late by several hours.,2026-08-09,Website
FBK000938,SHP000434,CUST00402,1,Yes,,2026-06-19,Call Center
FBK000939,SHP000147,CUST00536,2,No,Driver was late by several hours.,2026-06-22,Website
FBK000940,SHP000771,CUST00471,3,Yes,,2026-03-19,Email Survey
FBK000941,SHP001381,CUST00259,3,No,"Great service, will order again.",2026-08-05,App
FBK000942,SHP000596,CUST00156,1,No,,2026-06-20,Call Center
FBK000943,SHP000351,CUST00153,1,No,Delivery was on time and package was in great condition.,2026-07-31,Call Center
FBK000944,SHP000756,CUST00546,5,Yes,,2026-07-17,Website
FBK000945,SHP001053,CUST00250,2,No,Delivery was on time and package was in great condition.,2026-04-23,Website
FBK000946,SHP000162,CUST00333,2,Yes,"Great service, will order again.",2026-05-05,Call Center
FBK000947,SHP001453,CUST00076,5,NO,Wrong item delivered.,2026-05-25,Call Center
FBK000948,SHP001326,CUST00422,1,Yes,Item arrived damaged.,2026-07-19,Email Survey
FBK000949,SHP000765,CUST00530,1,Yes,,2026-04-29,Website
FBK000950,SHP000353,CUST00286,1,Yes,Delivery was on time and package was in great condition.,2026-06-28,App
FBK000951,SHP000628,CUST00323,4,yes,,2026-08-08,App
FBK000952,SHP001321,CUST00553,2,Yes,Wrong item delivered.,2026-08-08,Website
FBK000953,SHP000070,CUST00303,1,Yes,,2026-06-25,App
FBK000954,SHP000198,CUST00531,5,NO,,2026-06-05,App
FBK000955,SHP000122,CUST00443,1,NO,Wrong item delivered.,2026-08-09,Website
FBK000956,SHP000442,CUST00450,5,No,Item arrived damaged.,2026-04-02,Website
FBK000957,SHP001422,CUST00192,3,yes,Delivery was on time and package was in great condition.,2026-06-06,Email Survey
FBK000958,SHP000409,CUST00177,4,Yes,Wrong item delivered.,2026-03-23,App
FBK000959,SHP000648,CUST00348,1,Yes,,2026-08-05,Call Center
FBK000960,SHP000708,CUST00197,1,No,Driver was late by several hours.,2026-07-08,Email Survey
FBK000961,SHP000351,CUST00047,5,NO,"Great service, will order again.",2026-04-20,Call Center
FBK000962,SHP000687,CUST00568,4,No,Delivery was on time and package was in great condition.,2026-08-07,Email Survey
FBK000963,SHP000631,CUST00573,2,NO,Wrong item delivered.,2026-05-11,Website
FBK000964,SHP000823,CUST00012,5,No,Delivery was on time and package was in great condition.,2026-06-09,Email Survey
FBK000965,SHP001025,CUST00484,1,Yes,Wrong item delivered.,2026-07-17,Email Survey
FBK000966,SHP000221,CUST00580,3,Yes,,2026-06-02,Call Center
FBK000967,SHP000522,CUST00589,2,Yes,Driver was late by several hours.,2026-08-13,Website
FBK000968,SHP000786,CUST00252,5,NO,Wrong item delivered.,2026-05-27,App
FBK000969,SHP001225,CUST00186,1,NO,,2026-08-10,App
FBK000970,SHP000456,CUST00073,5,yes,"Great service, will order again.",2026-06-20,Email Survey
FBK000971,SHP000654,CUST00240,2,yes,,2026-03-23,Call Center
FBK000972,SHP001001,CUST00006,4,No,,2026-07-05,Call Center
FBK000973,SHP000123,CUST00101,2,yes,,2026-05-25,App
FBK000974,SHP001125,CUST00352,2,Yes,Driver was late by several hours.,2026-07-15,Website
FBK000975,SHP001323,CUST00381,4,Yes,Driver was late by several hours.,2026-05-24,Website
FBK000976,SHP001413,CUST00467,5,yes,Driver was late by several hours.,2026-07-13,App
FBK000977,SHP000421,CUST00408,3,No,Item arrived damaged.,2026-08-12,Call Center
FBK000978,SHP000014,CUST00536,4,No,Wrong item delivered.,2026-05-08,Website
FBK000979,SHP000056,CUST00114,5,yes,,2026-08-09,App
FBK000980,SHP000914,CUST00143,4,No,Driver was late by several hours.,2026-05-12,Website
FBK000981,SHP001493,CUST00400,2,NO,Wrong item delivered.,2026-04-20,Website
FBK000982,SHP000325,CUST00482,2,No,Item arrived damaged.,2026-06-23,Email Survey
FBK000983,SHP000939,CUST00145,5,NO,,2026-05-01,Call Center
FBK000984,SHP001300,CUST00073,2,NO,Item arrived damaged.,2026-07-22,Call Center
FBK000985,SHP000442,CUST00566,5,No,Item arrived damaged.,2026-03-26,Call Center
FBK000986,SHP001183,CUST00078,4,No,,2026-05-29,Website
FBK000987,SHP001202,CUST00062,3,No,,2026-06-28,Email Survey
FBK000988,SHP000828,CUST00089,1,No,Wrong item delivered.,2026-05-14,Website
FBK000989,SHP001039,CUST00507,4,NO,,2026-04-14,Call Center
FBK000990,SHP001125,CUST00299,3,NO,Wrong item delivered.,2026-05-18,Email Survey
FBK000991,SHP000044,CUST00527,4,yes,,2026-06-05,Call Center
FBK000992,SHP000297,CUST00467,5,NO,Item arrived damaged.,2026-04-18,App
FBK000993,SHP001049,CUST00444,4,No,Driver was late by several hours.,2026-06-23,Email Survey
FBK000994,SHP000310,CUST00160,3,No,Driver was late by several hours.,2026-06-01,Email Survey
FBK000995,SHP000517,CUST00279,3,No,"Great service, will order again.",2026-05-18,Email Survey
FBK000996,SHP001467,CUST00459,1,NO,Item arrived damaged.,2026-07-22,Website
FBK000997,SHP000410,CUST00370,1,yes,Driver was late by several hours.,2026-06-19,Call Center
FBK000998,SHP000975,CUST00330,3,yes,Item arrived damaged.,2026-06-13,Website
FBK000999,SHP001151,CUST00509,2,No,"Great service, will order again.",2026-04-18,Website
FBK001000,SHP001329,CUST00478,1,NO,,2026-03-27,Email Survey
