gps_ping_id,vehicle_id,timestamp,latitude,longitude,speed_kmph,heading_deg,ignition_status,fuel_level_pct
GPS0001491,VEH0029,2026-03-23 15:03:00,35.004803,-146.005166,8.4,211,ON,13.0
GPS0002023,VEH0019,2026-02-17 00:15:00,12.020851,54.889424,31.8,19,ON,49.0
GPS0002205,VEH0014,2026-06-18 10:17:00,-33.29137,-151.65842,87.8,7,ON,61.8
GPS0000719,VEH0034,2026-03-11 18:37:00,2.059219,-115.45127,84.6,163,OFF,91.7
GPS0000723,VEH0008,2026-04-12 17:35:00,3.251369,-178.802331,43.6,190,OFF,17.4
GPS0000596,VEH0021,2026-05-24 16:30:00,-54.389239,141.093161,48.5,124,OFF,46.2
GPS0000970,VEH0031,2026-06-30 06:11:00,31.525516,106.438818,91.9,6,ON,1.1
GPS0000699,VEH0042,2026-05-19 01:31:00,83.060537,102.433511,86.9,176,OFF,7.9
GPS0000977,VEH0003,2026-01-08 19:36:00,-77.058928,1.930532,74.8,335,OFF,47.9
GPS0001104,VEH0004,2026-02-25 16:18:00,-3.642715,4.020054,93.7,175,ON,57.7
GPS0000951,VEH0053,2026-02-02 16:45:00,42.071732,104.606211,108.0,13,OFF,78.5
GPS0001676,VEH0043,2026-03-06 03:38:00,19.576638,-52.770716,26.6,171,OFF,38.0
GPS0000427,VEH0018,2026-04-07 01:35:00,-25.086562,-85.073797,41.4,66,OFF,97.8
GPS0000176,VEH0024,2026-03-05 21:25:00,-75.082044,-1.811314,116.6,332,ON,23.9
GPS0000080,VEH0048,2026-02-20 07:28:00,89.954714,160.763128,64.6,106,ON,72.0
GPS0000594,VEH0022,2026-05-30 06:52:00,-67.4047,-80.806553,73.1,51,ON,4.5
GPS0001726,VEH0040,2026-02-24 01:41:00,-26.946429,133.784424,11.3,137,ON,23.0
GPS0001336,VEH0001,2026-02-08 08:40:00,-61.865444,-36.455244,15.8,234,ON,43.7
GPS0000492,VEH0030,2026-07-08 07:31:00,77.264319,89.614022,104.8,84,ON,2.1
GPS0000989,VEH0018,2026-01-10 01:08:00,30.678015,-112.476198,74.1,147,OFF,86.1
GPS0001408,VEH0043,2026-02-11 17:16:00,-60.557181,-85.371108,85.0,125,OFF,90.4
GPS0001643,VEH0034,2026-05-18 02:33:00,-26.465819,166.703371,113.0,346,OFF,48.9
GPS0000825,VEH0034,2026-01-17 19:52:00,-33.647169,118.501606,52.7,211,ON,6.5
GPS0000495,VEH0003,2026-05-11 04:08:00,-35.722648,-105.735531,56.7,123,ON,52.1
GPS0000800,VEH0030,2026-03-03 22:22:00,-36.419532,-95.673365,74.1,10,ON,1.7
GPS0001002,VEH0001,2026-04-12 15:01:00,15.677883,158.203792,50.5,339,OFF,87.1
GPS0000848,VEH0025,2026-07-14 17:47:00,-18.46488,166.525809,110.1,270,ON,75.3
GPS0001476,VEH0023,2026-01-22 05:58:00,-61.54546,-159.502273,49.9,170,ON,65.0
GPS0001502,VEH0051,2026-01-07 11:27:00,17.803777,-172.241541,89.8,187,OFF,10.2
GPS0001403,VEH0045,2026-05-18 20:35:00,39.644634,144.144827,51.2,125,ON,56.7
GPS0000888,VEH0044,2026-04-30 08:06:00,-53.037567,132.66819,104.5,299,ON,0.0
GPS0002146,VEH0060,2026-06-22 18:00:00,56.747903,-9.902995,32.5,62,OFF,54.7
GPS0002417,VEH0004,2026-07-16 09:09:00,29.525116,123.022944,79.2,4,OFF,58.5
GPS0001759,VEH0003,2026-03-06 14:21:00,-62.333332,90.212485,98.7,343,OFF,63.0
GPS0002477,VEH0023,2026-04-18 20:18:00,-19.913097,-132.733779,101.2,43,ON,39.0
GPS0001340,VEH0013,2026-01-23 14:16:00,-60.032599,82.28324,102.9,23,ON,42.5
GPS0001624,VEH0001,2026-03-27 00:32:00,-39.898062,-143.711972,6.6,192,OFF,48.5
GPS0002113,VEH0023,2026-05-22 23:21:00,-36.628787,1.041834,84.6,119,ON,89.7
GPS0001822,VEH0014,2026-05-08 23:28:00,-12.109795,26.599277,36.6,342,OFF,6.2
GPS0000410,VEH0009,2026-03-12 07:48:00,20.330292,-144.233522,55.8,4,ON,13.6
GPS0000013,VEH0052,2026-03-31 11:25:00,28.197978,-115.094534,21.6,237,ON,94.9
GPS0001671,VEH0045,2026-04-05 01:25:00,-5.164638,-60.90576,119.5,275,ON,20.2
GPS0000405,VEH0011,2026-06-15 06:19:00,-87.612977,-103.623094,30.2,214,ON,29.6
GPS0001901,VEH0045,2026-03-24 18:00:00,-73.177331,27.254842,85.1,199,OFF,25.9
GPS0001098,VEH0027,2026-03-29 20:32:00,-50.253038,146.54766,95.0,7,ON,16.9
GPS0001220,VEH0011,2026-02-20 20:22:00,-87.977039,177.581015,12.3,255,OFF,61.5
GPS0000793,VEH0054,2026-05-22 14:58:00,49.743328,13.548446,50.0,9,OFF,45.5
GPS0002444,VEH0050,2026-07-08 01:20:00,-27.112709,7.446166,47.0,299,OFF,99.2
GPS0000952,VEH0043,2026-03-17 03:07:00,10.740386,-95.153708,55.3,314,ON,31.2
GPS0001526,VEH0057,2026-03-16 04:36:00,44.513066,-159.91884,101.5,79,ON,22.7
GPS0001210,VEH0057,2026-06-27 10:38:00,22.433259,-35.366879,93.5,134,ON,60.2
GPS0002424,VEH0053,2026-04-14 22:26:00,59.576675,23.815638,50.1,151,ON,90.6
GPS0000975,VEH0014,2026-04-02 12:09:00,42.275703,-91.077161,35.0,0,OFF,19.9
GPS0001662,VEH0017,2026-03-02 05:43:00,37.564557,-176.331255,115.9,72,ON,35.8
GPS0002118,VEH0038,2026-07-10 13:02:00,-78.428033,55.523467,60.9,143,ON,15.1
GPS0000216,VEH0025,2026-02-16 10:07:00,47.002154,90.696804,95.8,314,ON,82.6
GPS0002391,VEH0018,2026-01-25 13:24:00,84.517995,31.077145,30.5,191,ON,69.6
GPS0000501,VEH0038,2026-07-18 13:52:00,69.177754,-138.576067,65.2,284,OFF,39.4
GPS0002332,VEH0047,2026-06-04 08:01:00,71.53389,-50.950958,5.7,253,ON,32.7
GPS0000472,VEH0050,2026-04-20 14:19:00,-48.108503,161.185579,93.5,130,ON,51.6
GPS0001653,VEH0041,2026-04-23 11:34:00,-73.274789,-173.097464,79.7,325,ON,66.6
GPS0000539,VEH0042,2026-04-14 06:29:00,-85.954555,116.535231,76.1,258,OFF,82.9
GPS0001409,VEH0032,2026-01-21 15:39:00,41.619228,114.732597,7.7,225,ON,41.7
GPS0001131,VEH0007,2026-02-10 13:02:00,52.447847,-124.113327,89.2,204,ON,51.6
GPS0000991,VEH0018,2026-05-19 17:36:00,-33.602793,34.260423,84.2,271,OFF,89.1
GPS0001305,VEH0025,2026-06-01 21:10:00,-2.784848,-48.260301,12.4,157,ON,76.2
GPS0002493,VEH0060,2026-05-17 01:03:00,-36.886449,-90.694051,102.9,172,OFF,36.1
GPS0001009,VEH0029,2026-01-19 19:05:00,1.070824,-49.04283,58.0,107,ON,31.8
GPS0001550,VEH0041,2026-05-27 23:28:00,54.493836,-134.365713,111.4,232,ON,22.4
GPS0000875,VEH0015,2026-03-31 14:17:00,-77.035148,7.772614,104.6,81,OFF,39.8
GPS0000497,VEH0045,2026-06-29 00:23:00,34.605316,130.705873,56.8,351,ON,52.2
GPS0000312,VEH0017,2026-03-13 18:53:00,-29.619589,-122.856505,68.9,188,ON,41.6
GPS0000132,VEH0015,2026-06-28 02:33:00,-31.976912,168.299387,1.1,357,ON,67.4
GPS0000252,VEH0054,2026-04-10 02:27:00,-66.296079,92.697263,91.2,347,OFF,29.2
GPS0001315,VEH0045,2026-02-21 05:44:00,-40.866364,-146.734943,101.4,172,ON,90.6
GPS0001048,VEH0018,2026-01-31 09:29:00,3.2666,0.940155,28.9,91,OFF,77.1
GPS0002487,VEH0031,2026-03-20 14:32:00,80.916423,-98.15316,1.1,3,ON,7.9
GPS0000137,VEH0029,2026-06-24 07:30:00,-22.692474,160.457903,38.1,80,ON,11.2
GPS0000648,VEH0053,2026-02-18 23:10:00,87.055799,-136.651781,10.8,82,OFF,43.1
GPS0000595,VEH0031,2026-02-16 06:31:00,-4.101147,53.192984,100.1,204,ON,39.2
GPS0001818,VEH0008,2026-04-21 15:29:00,-58.356669,121.696616,66.6,145,ON,13.0
GPS0000585,VEH0046,2026-05-21 09:02:00,56.094752,22.40212,83.8,162,ON,25.3
GPS0000811,VEH0047,2026-02-25 09:25:00,63.041693,-99.903698,90.3,181,OFF,84.8
GPS0002027,VEH0030,2026-06-08 07:11:00,-23.661845,108.172515,51.4,270,OFF,40.9
GPS0000279,VEH0060,2026-05-05 03:36:00,60.002751,-172.43477,108.1,11,OFF,28.9
GPS0000360,VEH0053,2026-07-02 04:06:00,172.665323,-104.985076,19.5,42,OFF,57.3
GPS0001542,VEH0017,2026-03-18 04:32:00,-28.022723,-13.733549,59.3,260,ON,11.8
GPS0001907,VEH0041,2026-04-25 23:28:00,-4.667903,120.859554,35.7,134,OFF,23.9
GPS0001602,VEH0013,2026-03-15 13:37:00,86.564773,7.858313,39.5,61,ON,9.6
GPS0002084,VEH0020,2026-03-11 20:47:00,-55.837672,-94.3626,100.4,342,OFF,27.5
GPS0001264,VEH0038,2026-02-19 16:59:00,-76.118891,153.629785,56.9,104,ON,32.8
GPS0000351,VEH0040,2026-03-05 02:59:00,56.075202,-80.933489,46.9,18,OFF,56.5
GPS0002186,VEH0055,2026-04-27 14:55:00,82.093733,-169.084341,51.2,157,ON,96.7
GPS0002432,VEH0005,2026-02-11 23:10:00,-10.04732,102.998761,51.3,195,OFF,71.8
GPS0001547,VEH0006,2026-04-13 12:43:00,-41.91949,-116.730028,3.7,94,ON,27.7
GPS0001530,VEH0008,2026-05-31 04:51:00,-26.216483,-120.106312,53.2,210,OFF,82.0
GPS0000028,VEH0048,2026-07-19 02:19:00,26.369554,60.773589,100.4,178,OFF,46.1
GPS0000148,VEH0007,2026-05-28 09:35:00,71.625151,-84.616917,52.1,22,OFF,87.7
GPS0000660,VEH0030,2026-04-06 05:07:00,76.78904,-88.344457,20.6,135,OFF,61.1
GPS0001710,VEH0045,2026-01-06 21:53:00,51.533317,-133.95452,118.6,9,OFF,21.0
GPS0002236,VEH0011,2026-02-22 16:54:00,70.273605,132.387454,30.0,0,OFF,72.5
GPS0000571,VEH0027,2026-07-12 15:11:00,-88.749032,162.260944,37.2,344,OFF,74.6
GPS0001443,VEH0010,2026-03-25 04:06:00,-14.540683,-13.979585,59.8,94,ON,13.3
GPS0002044,VEH0046,2026-04-21 16:31:00,-13.541307,-5.529878,16.6,332,OFF,68.5
GPS0002030,VEH0037,2026-01-21 05:08:00,-89.578092,163.743401,86.3,293,OFF,51.6
GPS0000650,VEH0034,2026-07-06 23:05:00,42.942877,158.832718,42.3,103,OFF,50.3
GPS0000869,VEH0029,2026-03-29 12:49:00,-2.104568,-3.587494,8.4,119,ON,15.5
GPS0001848,VEH0022,2026-06-20 08:56:00,-43.241211,-131.030642,49.2,2,OFF,43.1
GPS0000891,VEH0038,2026-03-29 06:06:00,-16.442487,-157.979017,117.0,108,OFF,30.4
GPS0002455,VEH0050,2026-06-29 23:29:00,71.855074,42.003478,73.6,16,OFF,77.5
GPS0001052,VEH0056,2026-01-25 23:03:00,133.008483,-66.841151,82.6,197,ON,96.0
GPS0000828,VEH0009,2026-07-10 22:00:00,-60.223126,149.006241,74.8,210,ON,66.8
GPS0001022,VEH0033,2026-02-14 17:03:00,-0.149183,67.306639,32.7,273,OFF,2.3
GPS0001851,VEH0032,2026-02-18 10:26:00,5.98231,-71.720721,81.5,238,OFF,13.7
GPS0001965,VEH0004,2026-02-10 21:30:00,-30.960179,-126.338809,112.8,307,ON,7.3
GPS0001882,VEH0042,2026-02-08 07:46:00,-58.7174,-144.491333,75.3,316,OFF,50.3
GPS0001714,VEH0014,2026-06-20 02:55:00,77.524942,177.896978,5.1,122,OFF,80.0
GPS0001058,VEH0036,2026-06-11 21:22:00,-65.196901,37.044874,27.3,8,ON,41.2
GPS0000598,VEH0056,2026-06-29 16:12:00,52.289539,-119.745275,42.6,357,ON,6.1
GPS0001011,VEH0048,2026-05-24 02:29:00,-63.704207,-174.52811,,121,OFF,30.1
GPS0000861,VEH0060,2026-05-22 16:17:00,1.423002,5.853345,25.0,108,ON,81.2
GPS0001600,VEH0017,2026-01-07 19:46:00,48.385942,-152.784427,15.9,16,ON,69.9
GPS0000091,VEH0027,2026-01-19 08:00:00,-17.991771,-155.331074,33.6,151,OFF,52.7
GPS0001797,VEH0023,2026-06-16 05:53:00,46.347408,-139.974462,15.9,103,OFF,93.3
GPS0000790,VEH0018,2026-01-02 20:09:00,85.014016,78.686966,99.8,7,ON,3.3
GPS0000263,VEH0017,2026-04-09 05:53:00,-47.145563,-87.952202,11.6,341,ON,19.7
GPS0000712,VEH0022,2026-03-01 01:42:00,157.679822,51.528222,11.2,23,ON,23.8
GPS0001854,VEH0037,2026-03-17 05:48:00,-54.330291,-29.797093,81.7,357,OFF,17.2
GPS0002349,VEH0003,2026-04-25 09:22:00,-2.528741,111.530729,69.5,37,OFF,73.8
GPS0001733,VEH0005,2026-02-13 18:03:00,11.681215,2.154589,84.2,110,ON,77.1
GPS0000149,VEH0038,2026-05-30 14:45:00,65.589847,-176.717229,15.0,298,OFF,54.4
GPS0002244,VEH0002,2026-03-08 15:43:00,61.405455,-175.23585,75.2,162,ON,95.0
GPS0001244,VEH0025,2026-04-17 12:21:00,48.965826,81.737029,117.1,209,OFF,98.5
GPS0001415,VEH0022,2026-07-15 15:17:00,-68.254046,96.787078,6.6,71,ON,84.0
GPS0002319,VEH0047,2026-01-17 18:53:00,63.219554,32.861853,94.8,263,OFF,26.8
GPS0000079,VEH0012,2026-01-27 09:01:00,-54.718568,-90.604458,23.7,350,OFF,10.9
GPS0002246,VEH0021,2026-06-07 00:59:00,109.437285,-122.935643,98.9,308,ON,0.6
GPS0002210,VEH0028,2026-03-11 15:55:00,-82.123315,133.998422,110.8,253,OFF,67.4
GPS0001972,VEH0011,2026-07-19 20:25:00,175.395299,61.607049,84.4,204,ON,22.5
GPS0000998,VEH0041,2026-03-21 08:47:00,83.597467,136.124124,38.2,92,OFF,68.0
GPS0000036,VEH0025,2026-07-15 03:22:00,-88.641978,46.010657,111.0,95,OFF,18.9
GPS0001567,VEH0001,2026-06-30 03:26:00,2.958378,-109.553964,37.6,152,ON,89.1
GPS0001413,VEH0057,2026-04-24 08:37:00,-0.752938,-124.07698,117.8,272,ON,27.1
GPS0000235,VEH0024,2026-03-10 20:28:00,-4.563071,-123.727007,54.3,280,ON,46.3
GPS0001537,VEH0043,2026-06-02 00:34:00,77.632642,49.318129,55.6,204,OFF,68.3
GPS0000324,VEH0018,2026-01-18 18:45:00,-86.669943,-89.497305,14.7,2,OFF,72.9
GPS0001727,VEH0028,2026-07-07 13:29:00,-76.205164,77.525939,36.4,255,OFF,12.3
GPS0001031,VEH0039,2026-02-19 15:22:00,-77.729699,-49.082461,72.1,329,OFF,96.4
GPS0001957,VEH0013,2026-01-19 17:30:00,39.024096,46.558881,117.0,79,ON,36.4
GPS0002000,VEH0036,2026-03-22 08:32:00,-67.193015,58.080896,3.1,232,ON,44.3
GPS0001274,VEH0019,2026-03-29 03:46:00,-8.089103,135.764818,84.0,268,ON,20.6
GPS0000816,VEH0045,2026-07-07 09:09:00,8.605215,107.819261,19.8,246,ON,16.5
GPS0001049,VEH0007,2026-07-09 04:49:00,-8.754678,32.890128,31.3,105,ON,74.9
GPS0001241,VEH0040,2026-06-16 05:58:00,-34.758803,167.465176,29.7,178,OFF,36.3
GPS0001419,VEH0034,2026-02-12 08:28:00,-13.188299,-125.821519,61.9,182,ON,75.8
GPS0001970,VEH0054,2026-05-04 00:36:00,6.956994,10.752349,56.8,62,OFF,31.5
GPS0000396,VEH0027,2026-04-02 12:43:00,168.156834,66.867804,100.9,66,ON,37.0
GPS0000782,VEH0046,2026-06-15 13:27:00,-41.009801,-8.345659,98.0,191,ON,41.7
GPS0000863,VEH0039,2026-02-25 00:10:00,-77.67017,16.593053,110.8,309,OFF,49.1
GPS0001827,VEH0033,2026-01-06 20:57:00,-56.114507,121.14437,107.1,164,ON,51.7
GPS0002339,VEH0031,2026-03-21 00:04:00,-0.236956,79.374977,71.2,211,OFF,39.6
GPS0000504,VEH0003,2026-02-23 07:38:00,62.210328,-123.999722,45.9,270,OFF,24.1
GPS0002235,VEH0001,2026-06-24 21:34:00,-9.156056,159.828525,92.1,280,OFF,17.3
GPS0000384,VEH0044,2026-01-18 03:47:00,-11.841468,-103.532631,20.1,53,OFF,41.4
GPS0000311,VEH0029,2026-06-07 22:17:00,30.343979,8.11677,93.9,29,OFF,67.1
GPS0001886,VEH0008,2026-04-18 21:38:00,-75.552608,-125.875143,28.4,172,ON,40.7
GPS0000905,VEH0021,2026-03-13 02:58:00,49.735703,5.193566,117.2,204,OFF,19.6
GPS0000521,VEH0013,2026-05-12 10:54:00,-65.788861,153.483028,6.8,333,OFF,60.7
GPS0002369,VEH0044,2026-05-20 18:56:00,38.058972,-100.378676,1.5,178,OFF,59.8
GPS0001387,VEH0013,2026-01-26 09:56:00,-25.852835,172.501183,73.5,225,ON,87.1
GPS0001230,VEH0047,2026-05-01 12:28:00,-5.370815,-165.28398,52.3,156,OFF,9.6
GPS0001916,VEH0027,2026-07-01 04:26:00,72.255145,-12.149044,67.0,279,ON,48.2
GPS0002066,VEH0032,2026-01-05 15:46:00,14.301312,56.272744,0.2,188,ON,76.0
GPS0000760,VEH0056,2026-04-08 19:15:00,-20.66347,-114.791028,71.9,283,OFF,0.3
GPS0001368,VEH0010,2026-02-22 06:06:00,7.962107,-114.815776,46.3,42,OFF,3.8
GPS0000190,VEH0032,2026-06-08 05:58:00,-68.030614,-77.401059,30.1,237,OFF,75.1
GPS0002148,VEH0010,2026-04-28 03:13:00,50.780858,-90.219808,21.8,274,ON,62.8
GPS0000664,VEH0011,2026-02-24 04:00:00,45.479883,-152.480404,6.3,35,ON,35.2
GPS0001016,VEH0021,2026-06-14 04:30:00,46.164035,-39.029696,93.3,39,ON,26.4
GPS0000575,VEH0024,2026-04-30 20:37:00,-0.322967,125.470388,51.7,267,ON,66.5
GPS0001588,VEH0049,2026-06-04 21:36:00,146.74708,66.051533,89.7,39,ON,15.4
GPS0000316,VEH0026,2026-06-25 16:29:00,-56.073664,111.40581,29.8,311,ON,61.8
GPS0000743,VEH0021,2026-03-08 15:37:00,68.837581,122.383054,39.2,219,OFF,1.5
GPS0001744,VEH0032,2026-01-29 10:29:00,42.320705,88.338796,105.5,77,ON,67.4
GPS0002378,VEH0025,2026-03-11 21:26:00,-78.528878,-25.071797,22.6,96,OFF,43.8
GPS0002117,VEH0055,2026-02-08 05:36:00,77.96305,-52.907967,64.5,51,ON,19.1
GPS0000787,VEH0015,2026-03-12 11:40:00,-16.759062,168.14039,4.0,337,ON,69.2
GPS0001565,VEH0051,2026-04-18 09:10:00,-25.02379,138.246494,42.2,196,OFF,76.6
GPS0000962,VEH0034,2026-04-29 19:49:00,-44.93849,-103.059788,40.5,190,ON,72.1
GPS0000027,VEH0043,2026-02-09 16:51:00,-78.914084,-13.320886,56.0,324,ON,55.5
GPS0001855,VEH0048,2026-04-20 04:10:00,66.920353,52.013259,53.6,175,OFF,39.1
GPS0001091,VEH0040,2026-01-12 01:51:00,0.221787,64.204838,88.1,185,OFF,2.3
GPS0002404,VEH0030,2026-01-09 15:55:00,-56.663846,-145.334677,7.0,276,ON,4.9
GPS0000667,VEH0034,2026-04-20 20:10:00,74.084256,144.300462,30.8,257,OFF,21.6
GPS0000257,VEH0049,2026-05-19 18:01:00,2.261812,85.847303,28.9,249,OFF,55.7
GPS0002429,VEH0037,2026-02-28 14:36:00,-49.795437,130.837881,2.2,132,OFF,66.5
GPS0001947,VEH0030,2026-01-04 23:33:00,-64.466039,173.538414,13.4,242,OFF,91.4
GPS0002103,VEH0052,2026-03-23 20:06:00,38.921075,-27.960137,6.8,103,OFF,99.6
GPS0001213,VEH0010,2026-03-23 13:44:00,35.693163,-155.5076,72.4,129,OFF,19.3
GPS0001214,VEH0021,2026-03-15 20:00:00,-22.358146,-96.28719,106.1,351,OFF,57.6
GPS0000967,VEH0032,2026-06-05 22:39:00,10.266257,-90.371709,80.9,250,ON,48.0
GPS0001267,VEH0018,2026-07-07 19:12:00,38.315013,-170.06118,57.9,17,ON,71.6
GPS0002469,VEH0011,2026-03-31 23:50:00,-23.329188,-81.989124,87.0,177,ON,58.7
GPS0000683,VEH0012,2026-06-15 03:07:00,47.836085,-33.532193,13.2,76,OFF,45.6
GPS0000689,VEH0052,2026-04-11 13:18:00,-11.37111,-64.353779,118.4,316,OFF,96.4
GPS0000864,VEH0040,2026-05-18 10:21:00,-80.623056,-111.822891,118.8,262,ON,2.8
GPS0000499,VEH0040,2026-02-27 23:48:00,24.605064,74.614332,25.9,50,ON,30.7
GPS0000042,VEH0042,2026-07-04 23:30:00,-55.243531,-136.309476,111.9,250,ON,75.5
GPS0000992,VEH0022,2026-02-24 21:40:00,-3.464636,160.990661,119.6,3,ON,2.6
GPS0000915,VEH0018,2026-05-08 13:14:00,-48.311813,161.01001,15.2,162,ON,8.7
GPS0001842,VEH0019,2026-07-01 02:13:00,22.054749,-69.566658,46.5,301,ON,67.0
GPS0000100,VEH0030,2026-06-06 22:51:00,85.45953,46.07206,80.9,49,OFF,73.7
GPS0002348,VEH0009,2026-06-21 00:40:00,-5.493414,-87.745228,7.0,349,OFF,75.8
GPS0000923,VEH0007,2026-02-12 00:12:00,-58.88117,29.47361,0.8,154,OFF,35.9
GPS0001596,VEH0056,2026-05-02 09:52:00,162.68172,128.432555,25.8,348,OFF,81.0
GPS0002257,VEH0030,2026-03-05 01:53:00,-27.017817,137.47965,37.7,21,ON,90.7
GPS0000721,VEH0011,2026-03-04 17:35:00,-13.969459,64.820376,109.6,171,OFF,22.8
GPS0001275,VEH0056,2026-01-11 17:51:00,-62.8259,52.233372,61.4,328,ON,99.3
GPS0000437,VEH0035,2026-01-15 16:26:00,-80.834199,54.645795,71.7,298,OFF,51.4
GPS0001101,VEH0039,2026-01-19 20:36:00,-8.065402,-148.11551,88.5,199,OFF,54.5
GPS0000741,VEH0045,2026-05-04 22:24:00,76.894859,-44.312665,9.4,62,ON,96.7
GPS0001898,VEH0049,2026-03-02 04:55:00,53.110138,122.750752,25.7,338,OFF,73.1
GPS0002188,VEH0051,2026-02-01 12:15:00,-47.194718,-122.852116,15.0,344,ON,97.9
GPS0000517,VEH0024,2026-01-28 05:26:00,-21.90745,-113.46419,31.1,240,ON,67.8
GPS0000820,VEH0056,2026-01-20 17:32:00,-84.806878,-46.138887,55.3,32,ON,91.3
GPS0001686,VEH0057,2026-03-03 19:46:00,-84.56398,115.55431,73.6,336,ON,53.0
GPS0001117,VEH0022,2026-02-03 11:17:00,67.013158,-4.730802,3.9,156,ON,49.1
GPS0000157,VEH0044,2026-05-12 19:44:00,-83.811648,92.313152,46.1,345,OFF,63.3
GPS0001769,VEH0003,2026-03-31 15:34:00,89.645981,-35.064038,3.4,212,ON,17.4
GPS0001464,VEH0028,2026-06-05 18:40:00,63.712234,10.068809,44.3,65,OFF,58.5
GPS0000420,VEH0039,2026-02-08 00:10:00,74.639884,108.222997,74.9,29,OFF,47.8
GPS0000832,VEH0024,2026-03-16 10:17:00,8.525721,15.808712,14.4,298,OFF,65.7
GPS0001359,VEH0039,2026-05-18 12:44:00,-78.019269,-60.399067,17.0,47,OFF,26.4
GPS0002140,VEH0011,2026-04-04 02:25:00,30.573102,-100.77059,115.0,186,OFF,29.7
GPS0000778,VEH0060,2026-04-09 11:52:00,80.595725,131.478512,31.8,129,ON,82.4
GPS0000503,VEH0060,2026-02-26 17:27:00,-27.106066,46.530846,36.9,92,ON,96.4
GPS0002214,VEH0060,2026-07-02 18:00:00,5.37265,-7.639542,21.0,147,OFF,53.5
GPS0001390,VEH0055,2026-03-16 11:11:00,61.906177,-7.282025,94.5,257,OFF,68.8
GPS0001911,VEH0055,2026-06-11 18:08:00,77.591968,-164.543337,75.6,182,ON,85.3
GPS0001760,VEH0047,2026-01-16 16:56:00,-69.29217,-68.802032,16.7,329,OFF,74.4
GPS0002131,VEH0046,2026-06-25 06:26:00,67.179115,25.397064,90.0,217,OFF,2.1
GPS0002321,VEH0030,2026-03-28 01:05:00,-56.506829,-64.713494,24.0,3,OFF,20.5
GPS0001225,VEH0011,2026-05-29 23:25:00,-56.406803,-130.344076,12.8,351,ON,80.7
GPS0000350,VEH0057,2026-01-24 09:59:00,-32.311908,61.053676,72.9,188,ON,54.5
GPS0001975,VEH0003,2026-07-06 23:45:00,-58.411266,40.151096,63.2,88,OFF,42.8
GPS0001057,VEH0035,2026-02-08 07:02:00,20.369688,-110.357288,43.6,256,ON,10.5
GPS0000636,VEH0007,2026-01-08 02:57:00,24.081275,140.625095,75.3,15,ON,95.8
GPS0001347,VEH0029,2026-05-22 20:46:00,-17.335543,2.128055,76.3,114,OFF,13.5
GPS0000030,VEH0014,2026-06-19 12:05:00,-3.733608,126.321854,77.4,211,OFF,67.4
GPS0000319,VEH0030,2026-02-27 05:11:00,4.520268,-56.613707,31.1,181,ON,50.3
GPS0001688,VEH0006,2026-03-04 17:18:00,-69.338658,-61.695287,34.6,29,ON,90.7
GPS0000544,VEH0032,2026-05-11 02:52:00,77.093415,-136.088079,78.5,170,OFF,38.5
GPS0000356,VEH0054,2026-04-05 03:52:00,38.081191,-98.789802,6.3,148,OFF,39.0
GPS0001944,VEH0044,2026-01-15 04:22:00,45.020109,-60.815047,102.5,181,ON,52.1
GPS0002412,VEH0010,2026-03-26 12:43:00,-15.261325,-23.595069,101.9,18,ON,21.6
GPS0000494,VEH0015,2026-05-09 22:10:00,-48.078404,-151.941657,101.7,16,ON,41.7
GPS0002448,VEH0037,2026-03-14 08:48:00,-10.445679,-145.999743,42.6,223,ON,21.9
GPS0002057,VEH0018,2026-02-09 06:52:00,-59.638169,47.399396,62.7,129,OFF,0.4
GPS0000724,VEH0029,2026-07-09 15:12:00,-34.420255,92.266611,84.5,244,OFF,12.8
GPS0000181,VEH0007,2026-05-24 19:52:00,170.521319,84.13328,1.3,233,ON,62.5
GPS0002202,VEH0020,2026-03-07 23:28:00,-29.860989,-117.333186,16.3,175,OFF,27.9
GPS0000245,VEH0041,2026-03-27 08:17:00,38.422318,-53.093502,39.3,297,ON,63.9
GPS0000167,VEH0053,2026-02-03 13:55:00,17.263869,-79.239249,52.0,56,ON,42.4
GPS0001299,VEH0027,2026-05-21 21:53:00,-38.558248,-140.359635,41.8,185,OFF,13.3
GPS0002303,VEH0046,2026-04-02 14:51:00,31.584531,29.860709,33.7,106,ON,56.9
GPS0000393,VEH0057,2026-07-05 21:50:00,4.189681,-24.147624,35.7,29,ON,5.8
GPS0001245,VEH0006,2026-07-16 08:01:00,-5.525983,-124.857359,82.5,326,ON,23.0
GPS0001589,VEH0017,2026-01-24 00:35:00,-6.457859,-115.099687,76.4,309,OFF,60.1
GPS0002224,VEH0032,2026-05-20 18:09:00,-39.884494,20.103412,63.6,61,OFF,63.1
GPS0000941,VEH0048,2026-01-09 12:03:00,44.21224,-28.619097,99.5,238,OFF,22.7
GPS0001059,VEH0035,2026-06-08 07:05:00,58.009022,-158.715346,97.2,14,ON,75.9
GPS0000086,VEH0016,2026-05-09 08:52:00,23.618349,-52.06414,26.7,242,OFF,98.9
GPS0000747,VEH0009,2026-07-14 08:06:00,53.933933,152.061312,84.6,112,ON,49.3
GPS0001181,VEH0033,2026-05-18 23:36:00,10.272543,-87.608152,81.8,251,ON,12.2
GPS0001316,VEH0029,2026-02-27 21:31:00,70.835112,82.617609,16.2,264,ON,50.4
GPS0002155,VEH0007,2026-04-20 11:49:00,-2.830653,131.3653,59.8,94,ON,5.5
